text,rat,date
많이 하진 않고 그냥 확률이 너무 낮은 느낌이에요ㅜㅜ 전 아직도 일반만 씁니다 그래도 게임 자체는 재밌어요.좀비고도 즐기면 좋을거 같네요.캐릭터는 에반 초반에 얻는 캐릭터가 가장 좋은거 같네요.,4,2021년 10월 26일
구글계정 방법으로만 되는건데..다른아이디가 되는것도 아니고..뭐어떻게.. 연동안된다고만 뜨면..어떻게 게임은 즐기라는걸까요..?,3,2021년 10월 12일
업데이트가 되면서 구글로 로그인하면 계속 업데이트를 하라고 뜹니다.,5,2021년 12월 25일
안녕하세요 개발자님께 드릴 부탁이 있습니다. 제 기종으로 플레이 하려고 해봤지만 심각한 렉으로 인해 게임이 뚝뚝 끊겨 진행이 불가능하여 아직 제대로 게임을 즐기진 못했지만 게임이 뚝뚝 끊기는 와중에 살짝살짝 본 게임의 분위기와 게임성을 봤을 때 스마트폰으로 즐기기에 아주 좋은 게임인걸 느꼈어요 혹시 제 기종에서도 원활한 플레이를 할 수 있게 업데이트를 해주실 수 있나요? 개발자님의 답변과 업데이트를 기다리며 설치한 채로 기다리겠습니다!,5,2021년 12월 19일
챕터 7은 진짜 답이 없네요.일단 암살형 캐릭터 없으면 보스전 가는거부터 꿈도 꾸면 안되고 가도 그냥 순삭 일단 적 몬스터 조합부터가 말이 안되는데 암살자 브루져 카운터 치는 하드 cc와 원딜 카운터 치는 암살형캐릭터와 진영을 무너뜨리는 넉백과 탱커의 존재를 무의미하게 만드는 정예 몬스터 전원 광역기 몬스터 하나하나가 아군의 캐릭터 하나하나를 카운터 쳐 버리니까 게임이 안되네요 그냥,4,2021년 10월 2일
다들 골드 벌기 힘들다하는데 황금고블린은 그럼 왜있음... 깃발 며칠만 모아서 황금고블린에 부으면 2.5배에서 다죽일때 적어도 1000원가까이는주는데;;,5,2021년 12월 9일
성장 페키지2개 구입 후 모두 수령하니. 하나의 캐릭터 강화카드(400+400) 몰빵지급 ㅋㅋㅋ 이러면 산 이유가 없는데 계속 강화 렙업 하다보니 8렙찍고 400개 강화카드.. 쓰고 골드 보고 몬가 이상하여서 보니.8렙은 달성.. 그뒤 다른캐릭에 쓰려고 하니 없음ㅋㅋ이거 몬 경운지..,4,2021년 11월 26일
"초반엔 재밌었는데 연, 청아 이런 핵심캐릭을 먼저먹고 8렙찍고나니 똑같은 시스템이라 질려버림. 0, 1티어캐릭외엔 안쓰니 수집욕구도 안나고",4,2021년 11월 17일
오류가 많아요 식량이 가득이 있다가 전투를 하려하면 갑자기 식량이 사라집니다. 일부러 광고를 보게하고 그런가요?,3,2021년 10월 13일
여러분 이 게임 절대 비추천입니다.... 한번 플레이하면 헤어나올 수가 없어요 방금 깔고 시작했는데 몇시간째 이 게임만 붙들고 있습니다.,5,2021년 12월 19일
아니 게임은 재밌는데 뭔 갑자기 플레이어 정보를 연동할 수 없다면서 접속이 안되나요;; 빨리 버그 수정 바랄게요;;;;,2,2021년 10월 14일
게임 자체는 재밌는데 소환서로 신규영웅을 뽑을 확률이 너무 낮아서 좀 올려주시는게 어떤가.. 근데 게임자체는 진짜 재밌어요,4,2021년 11월 25일
성장패키지를 샀는데 새로운 캐릭터는 하나도 주지 않고 진짜로 원래 있던애들을 성장시켜주더라고요.. 다 까고 나니까 원래있던 애들 카드만 200개정도씩.. 확률이 너무 낮네요 그리고 애들 업그레이드 할때나 제단 등에서 쓰이는돈은 천원 이천원 더 넙하면 4천원씩 드는데 문제는 돈을 버는과정이 너무 힘들어서 이과정도 밸런스가 조금 안맞는 느낌... 이런점만 수정하면 겜은 전반적으로 재밋어요 그래서 아직도 하고 있구 패해주시면 더알차게할듯!,4,2021년 11월 29일
예전보다 애들지능이 낮아진거 같음 길이 막혀있으면 어디로갈까 왔다갔다함.보스전에서 애들이 어리바리해서 다 몰살당함(슬라임보스),3,2021년 12월 1일
게임은 재밌어요 근데 캐릭터성장팩을 구매 했는데 돈은 나가고 산거는 그대로 더라구요 복구좀 해주세요.,5,2021년 12월 8일
결제가 완료 됬는데 우편 들어가 보니까 없고 다시 눌러봐도 이미 보유한 상품이라고 뜨는데 해결 좀 해주세요,5,2021년 12월 19일
재밌게 플레이 하고 있습니다. 근데 갑자기 구글플레이 로그인 정보를 찾을수 없다고 나오면서 로그인이 안됩니다.ㅠㅠ,5,2021년 11월 2일
이펙트가 좋음니다 근데 렉이 많이 걸리네요 이것좀 어떡해 해주시면 가사하게슴니다 제 리뷰 보시고 많이 설치 하세요 정말 제미있음니다,5,2021년 12월 2일
안녕하세요 1년전에 한번하다가 지우고 현재 광고가 나오길래 생각나서 깔았는데 자꾸 새버전출시라며 게임접속이안되네요 고쳐주시길..,4,2021년 10월 7일
이거 기대하셔도 좋습니다.일단 어 전체적으로 설명을 잘해주시고 알다보면 재밌습니다.하지만 난이도가 올라갈수록 적이 많아지는데 그때마다 적이랑 똑같은 수의 아군을 만들수있게 하시면 좋겠습니다.이상입니다.,4,2021년 10월 11일
재밌습니다. 그러나 돈을버는과정이 순탄치않네요 더늘려주시면 더욱 재밌게 플레이할 수 있을것같습니다,5,2021년 12월 10일
운영진은 정말 이게임에 더투자할생각이 없어보임. 후반부가 엉망진창입니다. 벨런스 재생불가급에 의미없는 앵벌이 끝. 초반부는 재밌습니다. 어차피 초반에 과금을 유도하는 전략이라 미래는 없어보임,1,2021년 12월 18일
밑에 5개월 하셨다는분 그러면 웬만해서 캐릭터 풀만렙일텐데 골드에서 못올린다는건 사람인가요..? 본인 평균 레벨9레벨인데 현재 갓등급 상위권 유지 중입니다,5,2021년 10월 14일
되게 재밌어요 가끔 챔피언들이 스킬을 좀 답답하게 쓰는거같고요 불뿜는거? 야가 스킬울 쓰다 멈추면 마나가 남아있어야 하는거 같던데 아닐때도 있어요,5,2021년 10월 15일
생각보다 훨신 재밌어요!장점도 많고요!정말재밌네요 아쉬운점도 있지만 추천드립니다-!,5,2021년 11월 11일
오랜만에 깔았는데 바로 1일뒤 바로 캐릭이 떠서 기분이 매우좋고 간단하지만 재미있습니다.,5,2021년 12월 12일
저..9단계까지깨고 안한 복귀유저입니다만..유물이..싹다없어져서..스테잊깨기가 매우 힘들어졌어요ㅠ..제발 복구해주세여 복구해줄때까진 재미를 못느낄것같아서 제발여..,5,2021년 10월 27일
겜 설치해도 실행이안됨. 여유공간문제도 아니고 재설치해도 똑같고 ㅋㅋ 답이없네요 서비스종료한 게임인듯.. 비슷한현상을 섭종한 게임에서밖에봇봄. 어지간하면 로딩이라도 보다가 튕길텐데 여긴 그조차도 안보여주네 ㅋㅋ,1,2021년 12월 1일
토스 확틴해 보니 구글플레이 측 오류로 9900원 짜리 캐릭 획득 한정 이벤트 상품 캐릭터 카인과 캐릭터 욜의 상품 구매 과정에 버그가 났어유 어뜨케점 해줘요,5,2021년 11월 22일
정말 재밌개 하고 있는데 플레이하면 계속해서 렉걸리면서 앱이 중지됩니다. 자원소모는 그대로 이고요. 즐겁개 하고싶은데 게임이 진행이 안됩니다.,4,2021년 11월 7일
"합성, 조합, 난이도 모두다 완벽. 다만 컨텐츠가 살짝 부족함.",5,2021년 11월 25일
저는 게임이 이상하게 한번깬 스테이지는 다시께도 소환서 받는 업적이 이상하게 안되요 그래서 별1개 뺍니다 근데 재미는 있어요,4,2021년 10월 31일
"할만함, 모바일겜 자체에 현질하는걸 싫어하는 사람인데 이건 그래도 뭐 취향 호불호 갈리는거 아니면 만원정돈 결제할만함, 배틀패스라고 결제 가성비 좋은거 잇고,",4,2021년 11월 18일
신규용사 소환서 패키지를 샀는데 누가 가져갔나 보이지가않네요 ㅠㅠ 복구 가능할까요..,5,2021년 10월 4일
자동전투 괜찮긴 한데 적타게팅하는 식으로 미세하게 컨트롤 할수있게 하면 좋겠어요,4,2021년 12월 11일
오늘 업데이트하고나서 게임도중 서버에 접속할수없다 뜨고 그 뒤로 화면 블랙이고 껏다켜도 삭제했다 다시깔아도 같은 증상입니다,5,2021년 11월 11일
정말 재밌는 게임인데 신규캐릭터 뽑기가 너무 빡세네요.. ㅠ 그거만 빼면 정말 재밋는 게임인데,4,2021년 11월 29일
무과금은 챕터3가 뚤기 겁어어업나 빡셉니다 좀비고 처럼 4주에 한번씩정도 좋은뽑기 하는거를 줘야한다고 생각합니다. 저처럼 에반 모 마법사 탱커 총잡이 로는 못깨요 안돼겟지많 패치좀 해주시면 감사하겟습니다! 어썸피스 화이팅!,4,2021년 10월 21일
캐릭터 수집과 전략을 위해서 머리를 써야하는데 저는 개인적으로 아주 재미있게 하고 있습니다 아즈 맘에 들어용,5,2021년 11월 25일
옛날엔 안그랬는데 요즘엔 할때마다 튕겨서 만년 플래고 게임도 하기만 하면 튕겨서 식량만 낭비됨 진짜 나만 이런 건진 모르겠는데 제발 고쳐주세요,1,2021년 11월 28일
제작자님 제가 율로 7챕터 보스까지왔는데 다잡고 율이랑 보스랑 1대1인데 자꾸 공포가 걸려힘들어요 기본공격에 공포가 퍼 센치로 나오면 나쁘지 않을것 같아요,4,2021년 10월 15일
인증을 해서 위에 반갑습니다 떠도 인증에 실패했다고 뜨고 새로운 버전이 출시되었다고 하고 실행이 안됨,1,2021년 11월 2일
재미있는 데 게임하다가 갑자기 오류걸려서 나갔다 와보고 지우고 다시 했는데 않되요.,4,2021년 11월 11일
"무료했던 요즘, 재밌게 할 수있었던 게임입니다. 개발자 ㅎㅇㅌ^^",5,2021년 12월 9일
아니 신의소환서패키지 샀는데 와의 소환서 패키지가 어질않나 심지어 왕의소환서 패키지도 다이아는 안오고 골드가들어옴 환불요청해서 재발급 요청했는데 안해줌 이게 뭔상황임,1,2021년 10월 22일
플립 3에서 해상도가 좌우 잘려서보이네요 플립 1때도 이런 현상이 있었던거 같은데 조금 불편해요,2,2021년 10월 19일
무과금으로재미나게질하고있습니다 광고시청은필수라시간은좀걸려도재미있어요,5,2021년 10월 14일
재밌어요. 현질유도도 딱히 없는 것 같은데 만족스러워서 소소하게 조금 했어요.,5,2021년 10월 15일
재밌어서 푹빠져서 하는중에 오늘 업뎃되더니 접속이 안되네요 검은바탕에서 안넘어가는데 터치 이펙트는 나오고..,4,2021년 11월 11일
이게임의 최적화가 많이 필요할 듯 플레이 할려 할때마다 게임이 튕겨서 특정 기기들은 플레이 조차 못하고 있는 불편함이 있네요.,3,2021년 10월 31일
네전이겜 오래하진않았지만 게속 접속이안돼요. 폰을 껐다켜도 안되고 심지어지웠다 깔아도 그대로에요.... 이거좀고쳐주세요... 이것만고치면 가테뺨치는겜ㄹㅇ,1,2021년 11월 25일
매우 재미있는 게임인데 갑자기 유물이 다 사라졌네요..?,5,2021년 11월 5일
다 좋은데 신캐확률 일반은 5% 왕의 소환서는 20% 신의 소환서는 50%정도로 대폭 올려주세요 심각하게 안나와요,5,2021년 12월 13일
플래이어의 정보를 찾을 수 없습니다 라는 문구가 뜨면서 진행이 되지 않습니다.,3,2021년 10월 14일
"솔직히 좀비고때문에 한거라 딱 원하는 것만 얻으면 지우려고 했는데 이거 재밌네요@_@ 금방금방 렙업도 되구, 겨우 1챕터 깼다고 캐릭터들한테 정붙어서 못지우겠네요ㅋㅋㅋ",5,2021년 11월 20일
제작자도 먹고 살아야하는 건 인정하는데... 마켓 리셋 하고 광고.. 보는 것도.. ok.. 스킵이 안됨.. ㅜ.. 배틀패스를 사도 스킵되는 곳이 한정되어 있어서 광고 스킵없이 봐야함,2,2021년 12월 9일
매번 로그인이 풀리네요 계정이 여러개라 찾는 것도 일이고 힘듭니다;,2,2021년 12월 16일
게임은 잘하고 있는데 고블린이랑 도적은 둘다 일반이랑 잠식 10단계 끝냈는데 슬라임으로 어케 넘어가나요? 계속 안넣어가져요,2,2021년 9월 27일
타게임에 비해 과금유도 없이 진입하기 쉬움 카페에 많은정보가 잘 공유되어있습니다,5,2021년 11월 14일
식량 차는 시간좀 줄어주셧으면 좋겟고 더 많은 이벤트 스테이지 만들어주세요,5,2021년 11월 20일
동생이랑 계정이 연동 되어있는데 그래서 그런건진 모르겠지만 계속 튕기구요 좀비고 라이드 얻으려고 한 건데 라이드도 둘 다 안얻어지구요,1,2021년 10월 31일
그냥 좀비고 차 받으려고 깔았는데 하다보니까 너무 재밌어요 ㅠㅠ 역시 어썸피스 최고야~!♡,5,2021년 10월 29일
서버통신중 계속뜨면 게임어찌합니까? 통신사뭐냐 무제한이냐 데이터되냐 이런말하지말고 근본적인걸해결해주세요. 폴더폰아니니까,1,2021년 11월 6일
계속 로그인중입니다 만뜨고 접속이 안되네요.. 그래서 별1개 다운! 재미는 보장!,4,2021년 10월 30일
게임은 정말 잘만드셨지만 한가지 아쉬운점이 있습니다 매판은 아니고 가끔씩 1~2웨이브 동안 메인딜러가 안뜨는 경우가 있어서 짜증나는 경우가 있는데 1~2웨이브 안에는 메인딜러로 쓰이는 애들을 확정으로 나오게하는 시스템을 추가하면 어떨까 싶습니다,4,2022년 2월 12일
전략을 짜는 것은 좋으나 초반단계에 가지고 있는 제화의 양이 너무 적고 캐릭의 수도 적어 극초반 스테이지를 깨기 어려웠을 뿐더러 적은 캐릭의 수로 인해 만약 스테이지 클리어를 실패했을 시 다시 도전하게 되면 거의 비슷한 양상으로 전투가 진행이 되기 때문에 그 과정이 매우 지루하였음 스테이지를 강화하여 보상을 높이는 경우도 필수는 아니갰지만 같은 몹이 능력만 상향이 되는 것 같았고 달라졌다 하여도 게임특성상 크게 들어나지 않아 오히려 이전에 클리어한 스테이지를 다시 도전하는 느낌이 나기도함 하면서든 생각은 게임의 기본 캐릭의 수를 늘려주던가 퍼즐형태로 모드에서만 쓸 수 있는 캐릭을 준 뒤 적절한 전략을 짜서 클리어시 보상을 주는 방식이있으면 좋을것 같다,3,2022년 2월 16일
플레이 할 이유가 없음 게임이 재밌는 것도 아니고 혼빼놓고 하는 종류임 캐릭터 성장뽕맛이라도 주던가 해야하는데 재화 수급부터 시작해서 영웅 파밍까지 가뭄의 끝을 보여준다. 계정 인증해야 메일 받을 수 있는거랑 재화 시스템 보면 컨텐츠 부족할까봐 속도 제한 건 것 같은데 즐길 사람이 있어야 컨텐츠 소모 걱정을 하는건데 걱정의 순서가 거꾸로 되었다. 비슷한 종류 게임 보면 초기단계에 최고등급 영웅 한 두개는 뿌리고 시작하고 어느정도 성장시킬 재화도 주고 리세마라도 적극 권장하는데 대체 왜 이렇게 했을까. 현질유도일까? 사람들이 과금을 하는 이유를 생각해라. 그 게임에서 특정 캐릭터가 얻고싶어서 성장시키고 싶어서 지르는건데 기본적으로 제공해주는 것이 적어 캐릭터에 쏟아부을 게 없다보니 집착도 안생긴다. 전체적으로 노잼인데 유저 잡을 의지도 없음. UI도 개불편하고 돈 좀 써볼까 하고 상점 봤더니 제대로 파는 것도 없음. 운영진이 겜을 하면 상점동선부터 그따위일수가없음 걍 한철장사게임이다.,1,2022년 2월 17일
"그냥 했었던 생각나서 적어보는데, 게임성으로는 진짜 재밌는게임입니다. 다만 운영쪽에서는 너무 아쉽네요. 후반갈수록 의미없는 노가다가 너무심해져서 급루즈해집니다. +옥냥이 광고보고 다시깔았다..",4,2022년 2월 15일
구글계정 못해서 게스트했는데 메일에있는거 안 주네요..... 그리고 일반 뽑기에서 새로운 영웅 안나옴 ㅠㅠ 내가 운이없는건지 안 나오는 건지 조금만 뽑아서 그런지 잘 모르겠구요 그래도 좀비고 탈거 얻을려고 깔았는데 한번해보니까 재밌더라구요ㅋㅋㅋ ↑↑↑위에 있는거 빼고는 만족해서 4점 드려요 단점 1개였으면 별점 5개였는뎅,4,2022년 2월 18일
오 확실히 갓썸피스게임은재미있네요 재이있게플래이 중입니다. 요구사항(?)있었다면 유물 합성비용이 비쌉니다. 캐릭업글하기도빡샌데 유물도 있어서 음.. 그냥 그렇다구요. 갓겜,5,2021년 12월 31일
처음 2일동안은 재밌게 플레이했습니다.하지만 어느순간부터 서버점검 이후에 상점정보를 가져올 수 없습니다!라고 뜨고 접속이 안돼네요..그동안 제가 키운 캐릭터는 어떻게 돼는거죠?? 이문제좀 고쳐주셨으면 합니다,3,2022년 2월 17일
잘만든 게임인데..캐릭터와 콘텐츠가 부족하고 막히는구간이 굉장히 빨리오고 과금유도가 심합니다. 중과금정도는 해야 진행가능,2,2022년 2월 22일
재밌게 플레이하고 있습니다. 그치만 상점에서 재화를 살때 다이아로 사는건 살건지 확인 여부 메세지를 띄워줬으면 좋겠습니다.잘못눌러서 힘들게 모은 다이아를 180개 잃어서.,5,2022년 2월 19일
성장을 위한 플레이 횟수대비 내용이 너무 단조로워요...금세 지침... 1년이 지났는데도 그대로네요.,1,2022년 2월 22일
잘 만든게임입니다. 롤토체스에 rpg 요소가 들어간 느낌이네요. 무과금도 크게 뒤떨어짐 없이 즐길수있구요. 킹갓패스 말고는 쓸만한 현질패키지가 없는게 아쉽긴합니다,5,2022년 1월 14일
진짜 재미있게 했는데 보상버그 ㅈ2같아서 힘듬 그리고는 내탓으로 돌리고 돈 내라고 하네 돈 내려고 했는데 돈 내는 순간 현타 와서 내가 얼마나 현질을 했는데 이득 없이 돈을 내야 하니 참 3일 뉴비한테 너무하네 카~ 텍,1,2022년 1월 21일
게임의 새로운 영웅 얻을수있는 확률이 인간적으로너무 낮음 10%로 라고는 써져는 있지만 체감상0.1%는 되는거같음 정말정말 비추하는 게임,1,2022년 2월 24일
제발 애니매이션좀 없애는 설정좀 추가해주세요 아레나 들어가서 상대방 정보뜨고 끝나고 라운드 승패뜨고 하는거 빨리빨리 스킵좀되게요 차라리 나중에 전적을 볼수있게 전적칸을 따로만들던지 지면 아무것도 안주는거 빨리빨리해야되는데 애니매이션범벅에 하루종일나오니 답답해 미치겠어요,5,2021년 12월 21일
1. 무과금으로 올캐릭 모음 2. 무과금으로 킹갓등급 유물 다수 3.무과금으로 25레벨 4. 무과금으로 아레나 갓티어 5. 무과금으로 챕터 90퍼센트 클리어 (나머지 10퍼도 귀찮아서 안채운게 다수) 6. 무과금으로 캐릭(전)만렙 7. 스킨 원하는 스킨은 다 모음 무과금으로 다 됨 그냥 님들이 노력 안하는거임,5,2021년 12월 23일
이게임 무척 재밌습니다. 하지만 몇시간 뒤에 보니 서버와 연결이 안된다 뜨고 하지를 못하고 있습니다. 감사합니다,5,2021년 12월 25일
상점정보를 불러올수 없습니다! 라고 접속이 안되는거 같습니다. 잼있게 즐겼다가 다시 생각나서 설치했는데 아쉽네요ㅜ,5,2022년 2월 16일
후퇴하면 고기 못돌려받게 하는것이 정말 짜증남. 그리고 디펜스게임인데 공격할 대상을 선별하는 방식이 사거리 +1 아이템을 쓰면 좀 고장나는 느낌... 적 깊숙히 들어가서 원거리 딜러 있는곳 반까지 갔는데 맵 맨 왼칸에 탱커있다고 왔던길 되돌아가면서 원거리딜러한테 맞고 죽음. 혈압오름,1,2021년 12월 15일
새로운 버전의 맵이 출시됫다면서 확인누르면 업데이트되는 것도 아니고 다시 게임 켜려면 똑같이 또 업데이트하라고 하고 반복인데 버그 좀 고쳐요;;,3,2022년 1월 29일
공지 봤습니다 서버 과부하는 어쩔수없죠 수고하십니다. (구글 계정 적어도 두개는 쉽게 접속할수 있었으면 좋겠네요..),5,2022년 2월 17일
운빨도 있지만 밸런스가 붕괴되는 망겜 옛날에있던 1세대 캐릭들은 외면 받고 돈 더벌려고 말도안되는 스팩의 신캐들만 내놓는거보면 귀닫고 아웅거리는거같다 머저리 개발진들,2,2021년 12월 21일
할것도 많고 재미있긴한데 현질조금 필요하기도하고 챕터 도전이 약간 힘든점 정도가있다(개인적인 생각일분임),4,2022년 1월 11일
오픈 초기부터 지금까지 재밌게 즐기고 있는 게임. 영웅 얻기도 쉽고 일러도 예뻐서 좋습니다!,5,2022년 1월 31일
진짜 재밌긴하네요 ㅋㅋ 도트랑 이런거 다 이쁜것 같네요 이상 좀창이였습니다 어썸피스 성공하길 바랍니다,5,2022년 2월 20일
좀비고때문에 라이드 무료로 얻는다 개꿀하고 시작했는데 재미있어서 계속하고있어요 ㅋㅋ 좀비고랑 킹갓캐슬 둘다 재미있습니다>ㅁ<,4,2021년 12월 29일
"사용자의 전략과 배치를 통해 게임이 이루어진다는 구성은 재미있으나, UI가 복잡해 정신없음. 좀 더 간략하게 큰타이틀과 중간타이틀, 그리고 세부 요소를 나누어 놨다면 훌륭한 게임이 됐을 것으로 판단.",2,2021년 9월 24일
무과금유저 더럽게 배려안하네 소과금으로는 어림도없게 만들고 천장시스템이라도 만들어야 희망갖고하지 2퍼는 더럽게안뜨고 ㅋㅋㅋㅋㅋ 옥냥이보고 현질 오지게해야하는구나는 느꼈지만 너무심하네,1,2022년 2월 23일
"아니....제가지금초보인데...확인후귀과하귀보고아다시할수있구나생각가지고했는데..네?처음부터에요?하...제가엄청열심이키워는데엄청나게고생하던제가피같은건데....하....,",4,2022년 3월 9일
영웅확률 낮다하는데 그냥 본인들이 못 뽑는다는 생각은 못해봤나봄? 난 잘만 나오던데 ㅋㅋ 난이도 뭐라 하는 사람들 이런 겜은 천천히 올라가는거임ㅇㅇ 본인들이 성질급해서 제데로 안 키우고 못 깨니까 과금유도가 심하다고 화내는거임ㅋㅋ 키운기준은 니네기준 잘 키운게 아니라 게임 난이도 기준으로 생각해야하는걸 알아둬야함 노가다를 안 하고도 강해지려한다? 현질 해야가능한거임 무과금은 천천히 나아가야한다는걸 다시한번 강조한다 그리고 노가다 게임에서 노가다를 안 하고 강해지려하는건 양심이 없는거지ㅋㅋ; 전투가 조금 느리기는 한 듯 전투 2배속 같은거는 나오면 좋을거같다,5,2021년 12월 24일
다른 구글계정으로 바꿔서 하고싶은데 할수가없네요.. 게임은 재밌는데 다른계정을 가지고오고 싶은데 계정이전은 같은건 안되서 못하고있고요.. 이런걸 좀 만들어 주세요..,4,2021년 11월 4일
"재미 있는 전술형 게임이지만 신유닛 뽑는게 정말 힘들긴 합니다. 확률이라곤 해도 동시에 시작하고 과금도 비슷하게 한 지인이 한 달만에 모든 유닛을 채운데 반해(대충 15+) 저는 3개 띄웠어요. 게임 플레이도 비슷하게 했는데.. 현타 옴. 성장 요소는 과금에 크게 구애받지는 않습니다. 꾸준히 하면 성장은 분명히 해요. 신유닛 뽑는것은 정말로 모든것을 운에 맡기거나 5900원 내셔서 구멍 하나씩 채우시거나, 극소량씩 무료로도 지급되는 현금재화 149개로 일일상점 노릴 수 있습니다. + 날 바뀔 때 로그인 상태면 로그인 보상 누락됩니다. 주의하세요.",4,2021년 9월 23일
"재미는 있는데 문제가 있습니다. 확률이 말이 안되게 낮은것같습니다. 그래서 캐릭터나 온전한 유물은 얻기가 힘듭니다. 몇몇유저는 잘나온다고는 하지만 대부분의 유저가 나오지 않는다고하니 거의 명백하다 볼수있는것같은데 개선해주시면 좋을것같습니다. 정말 소환서를 몇번을 구매했는데 처음 얻었던 드라고를 제외하곤 하나도 나오지 않았습니다. 솔직히 다른 사람이 쓴 긍정적인 리뷰 못 믿겠습니다. 그리고 자원 수급처에서 자원(보석, 골드, 식량)을 얻는게 다른게임에 비해서 시간도 많이 들고 얻는것도 적은 느낌입니다. 그렇게되니 이문제에선 소환서랑 엮이게 됩니다. 소환서 자체가 희귀해지며 확률도 낮으니 당연히 캐릭터를 얻는게 굉장히 힘들고 몇시간동안 이게임만 하게하는것도 아니고 게임이 아무리 재밌어서 한다해도 모드의 종류가 한정적이니 금방 질릴수밖에 없습니다. 그렇기에 모드를 늘리거나 소환서와 유물확률을 높이거나 자원수급처를 많이 만드는것이 좋을것같습니다. 꼭 수용해주셨으면 좋겠습니다.",1,2021년 12월 13일
"재밌어요!!!!!!!!!!! 저는 과금유저라 과금을 조금 했지만, 무과금으로도 즐길 만 한 것 같아요! 아레나 진형 취소 버튼이 있었으면 좋겠어요..",5,2021년 9월 29일
이게임 한 5개월 한 유저입니다. 전반적으로 이 게임은 무과금도 충분히 성장 가능하다만..pvp에서 골드 이상 승급은 거의 불가능에 가깝습니다. 신캐 한두개 차이가 엄청나서 상성 그런게 존재하지도 않고 슬슬 지루해져서 리뷰 올려봅니다. 물론 신캐들이 다른 게임에 비해 자주 등장하지만 얻기 힘든것은 사실입니다. 게임 자체는 재밌어 5점 주지만 앞으로도 5점값을 할지는 의문입니다. 게임 자체는 추천드리는 게임입니다. 다만 꾸준히 진행할경우 분명 막히는 스테이지는 있습니다.,5,2021년 9월 22일
다좋은데 상점정보를 가져올수없다고 하면서 접속이 안되네요 그것만좀 고쳐주세요,4,2022년 2월 17일
잘 즐기고 있는 소과금유저입니다 결제를 하고 렉이 걸리고 결제는 됐는데 물건은 들어오지 않았습니다 메일 확인 부탁드립니다!,3,2021년 9월 24일
업데이트를 하면 할수록 버그 많아지고 로딩 개느려지는 게임.,1,2022년 1월 22일
게임성? 재미있습니다. 오토체스 형식의 디펜스게임. 재미없을 수가 없는 검증된 게임이지요. 그래서 현질도 좀 하고 제법 재밌게 했습니다. 그런데 말입니다. 추천은 못할 것 같습니다. 캐릭터를 키우고 전략을 세워 단계를 클리어해 나가는 게임에 단계를 클리어하면 멈추는 버그라니요... 한 두번은 어쩌다 한번있는 버그이겠거니 하고 넘어 갔습니다. 하지만 힘들게 클리어한 단계를 계속 무효로 만드는 버그가 매번 생기니 성취감보다 허무함이 점점 더 들기 시작했고 스트레스만 받고 있는 저를 발견했습니다. 스테이지를 클리어 하고 전투력 특정을 하는 구간에서 멈춘것 만 수십번입니다. 그것을 제외하고도 여러 버그가 많습니다. 재설치도 해보고 이것저것 해봐도 고쳐지지 않더군요. 다른분에게도 이런 현상이 있는지는 확인 해보지 않아 다른분에게는 생기지 않을 수도 있습니다. 플레이하는 것은 막지 않겠습니다. 이런 버그를 참고 플레이하실 수 있으신분은 추천드릴 수 있을만큼 재미는 보장드립니다.,1,2020년 11월 15일
시간 가는줄 모르게 재밌어요 친추기능이나 온라인 대전기능이나 협동게임 기능도 추가됬으면 더 재미있을것 같아요~,5,2021년 11월 4일
"참 잘 만든 게임입니다. 다만, 레벨업에 따른 스킬 혜택이 4레벨에서 한 번 8레벨에서 한 번이다보니 간격이 너무 깁니다. 중간에 6레벨 스킬 혜택이 필요합니다. 그리고 과금을 해보고 느꼈던 것이 가성비가 너무 별로입니다. 결국 금화 설정값이 너무 높기에 어지간한 과금으로 재미보기 힘들다는 판단에 추가 과금이 망설여집니다. 따라서 금화와 관련한 아니면 재단과 관련한 다양한 과금 상품이 만들어졌으면 좋겠습니다. 더불어 챕터4의 6단계 부터는 이전 단계에 비해 너무 난이도가 높습니다. 단계를 여러개로 만들어주시고 과금 상품성을 키우시멱 더 좋은 게임이 될 것 같습니다. 결국 레벨과 게임 난이도의 단계를 늘리고 여러 과금상품이 생겨야 합니다.",5,2020년 11월 5일
2일만에 삭제했습니다 게임성은 구글 코멘트를 받을만큼 높으나 너무 심한 노가다성 요소가 다분하고 현질유도가 굉장히 심합니다 무과금으로 하려면 지루한 반복작업만 계속해야합니다,1,2021년 10월 19일
정말 다 재미있고 좋은데 딱 2가지만 추가 해 주셨으면 좋겠어요! 일단 출석보상이요! 골드나 보석을 모으는게 참 힘들더라고요ㅠ 그리고 부계정을 만들 수 있게 해주세요ㅠ 좀비고처럼 통합계정도 좋지만 만일 안됀다면 만드는 법좀 가르쳐주세요ㅡㅡ 부탁드립니다! + 엄... 챕터 3 난이도 조절도 부탁드립니당ㅠ,4,2020년 10월 26일
다 좋다. 게임도 잘만들었다. 그런데 골드가 문제다. 4렙업까지는 얼마 안드는데 그담부터 렙업에 1000골드나 요구한다. 세상에. 20분짜리 게임한판 끝내면 100~200골드 주면서 뭐하자는건가? 카드는 쌓여가는데 렙업을 할수가 없다. 플레이어에게 좌절감과 짜증을 불러일으키는 레벨디자인이다.,1,2020년 12월 31일
게임을 로그인하려고해도 안 됩니다 그리고 렉이 심해서 진짜 못해먹을거 같고요 진짜 좀비고보다 못만든 게임같네요 다신 안 합니다,1,2021년 10월 23일
